game,publisher,min_rtp,max_rtp,
Midas Gold,Red Tiger Gaming,95.2,95.2,
Mystery Reels,Red Tiger Gaming,95.2,95.2,
Nutty Squirrel,Microgaming,95.2,95.2,
Ocean Fortune,Red Tiger Gaming,95.2,95.2,
Orion,Genesis Gaming,95.2,95.2,
Palace of Riches 2,WMS Gaming,95.2,95.2,
Panther Moon,Playtech,95.2,95.2,
Phoenix,Red Tiger Gaming,95.2,95.2,
Polar Tale,Skywind Group,95.2,95.2,
Puss'n Boots,Red Tiger Gaming,95.2,95.2,
Rainbow Jackpots,Red Tiger Gaming,95.2,95.2,
Rainbow's End,Microgaming,95.2,95.2,
Reel Heist,Red Tiger Gaming,95.2,95.2,
Riches of Rome,WMS Gaming,95.2,95.2,
Rocket Candies,Skywind Group,95.2,95.2,
Roller Derby,Genesis Gaming,95.2,95.2,
Samurai Master,WMS Gaming,95.2,95.2,
Snow Wild and the 7 Features,Red Tiger Gaming,95.2,95.2,
Spinderella,Mazooma,95.2,95.2,
Stage 888,Red Tiger Gaming,95.2,95.2,
Sunset Showdown,Microgaming,95.2,95.2,
Supe it Up,Microgaming,95.2,95.2,
Syndicate,Evoplay Entertainment,95.2,95.2,
Ten Elements,Red Tiger Gaming,95.2,95.2,
The 100K Drop,Red Tiger Gaming,95.2,95.2,
The Codfather,NextGen Gaming,95.2,95.2,
The Lost Princess Anastasia,Genesis Gaming,95.2,95.2,
Tomb Raider: Secret of the Sword,Microgaming,95.2,95.2,
Totem Quest,GamesOS,95.2,95.2,
Treasure Mine,Red Tiger Gaming,95.2,95.2,
Valley of the Kings,Gamesys,95.2,95.2,
Vampire Slayers,GamesOS,95.2,95.2,
Wild Cats Multiline,Red Tiger Gaming,95.2,95.2,
Wild Fight,Red Tiger Gaming,95.2,95.2,
Wild Games,Playtech,95.2,95.2,
Wild Nords,Red Tiger Gaming,95.2,95.2,
Worms,Blueprint Gaming,95.2,95.2,
Zeus,WMS Gaming,95.2,95.2,
"Jackpot Jester 50,000",NextGen Gaming,95.1,99.9,
King Tut's Chamber,World Gaming,95.1,98.2,
Polar Adventure,World Match,95.1,98.2,
Wild West,Mazooma,95.1,97.1,
Batman and the Riddler Riches,Playtech,95.1,96.1,
A While on the Nile,NextGen Gaming,95.1,95.6,
Merlin's Millions,NextGen Gaming,95.1,95.6,
8 Leprechauns,PlayPearls,95.1,95.1,
81 Frutas Grandes,Tom Horn Gaming,95.1,95.1,
Agent X,Virtue Fusion,95.1,95.1,
Alawin,Sheriff Gaming,95.1,95.1,
An Evening With Holly Madison,NextGen Gaming,95.1,95.1,
Ancient Script,Red Tiger Gaming,95.1,95.1,
Arcade Bomb,Red Tiger Gaming,95.1,95.1,
Archibald Oriental,World Match,95.1,95.1,
Aztecs,Cozy Games,95.1,95.1,
Batman and Catwoman Cash,Playtech,95.1,95.1,
Battleground Spins,GamesOS,95.1,95.1,
Blue Diamond,Red Tiger Gaming,95.1,95.1,
Blue Lagoon,WMS Gaming,95.1,95.1,
Bob's Bowling Bonanza,Microgaming,95.1,95.1,
Bonus Digger,Skywind Group,95.1,95.1,
Carnival Bonus,World Match,95.1,95.1,
Cashapillar,Microgaming,95.1,95.1,
Chasin' Rainbows,Gamesys,95.1,95.1,
Chavin it Large,Microgaming,95.1,95.1,
Chicken Fiesta,Skywind Group,95.1,95.1,
Clash of Pirates,Evoplay Entertainment,95.1,95.1,
Crown Gems,Barcrest,95.1,95.1,
CSI: Crime Scene Investigation,Skywind Group,95.1,95.1,
Cute and Fluffy,Playtech,95.1,95.1,
Dante's Purgatory,World Match,95.1,95.1,
Devil's Number,Red Tiger Gaming,95.1,95.1,
Dragon Champions,Playtech,95.1,95.1,
Dragon's Luck,Red Tiger Gaming,95.1,95.1,
Dragon's Luck Power Reels,Red Tiger Gaming,95.1,95.1,
Ed's Venture,Sheriff Gaming,95.1,95.1,
Emerald Eyes,WMS Gaming,95.1,95.1,
Epic Journey,Red Tiger Gaming,95.1,95.1,
Excalibur,Net Entertainment,95.1,95.1,
Explosion,Skywind Group,95.1,95.1,
Fighting Fish,Microgaming,95.1,95.1,
First Past the Post,Microgaming,95.1,95.1,
Fishing With Buddies,Playtech,95.1,95.1,
Flaming Fox,Red Tiger Gaming,95.1,95.1,
Fortune Charm,Red Tiger Gaming,95.1,95.1,
Fortune of the Pharaohs,Sheriff Gaming,95.1,95.1,
Foxy Fortunes,Playtech,95.1,95.1,
Freaky Cowboys,GamesOS,95.1,95.1,
Fruit Drops,Mazooma,95.1,95.1,
Gem Hunter,WMS Gaming,95.1,95.1,
Gemstone Jackpot,Mazooma,95.1,95.1,
Gemtastic,Red Tiger Gaming,95.1,95.1,
Genie's Gems,Microgaming,95.1,95.1,
Golden Goose Genie's Gems,Microgaming,95.1,95.1,
Grand Wheel,Red Tiger Gaming,95.1,95.1,
Griffin's Gate,WMS Gaming,95.1,95.1,
Gypsy Queen,Microgaming,95.1,95.1,
Hearts of Venice,WMS Gaming,95.1,95.1,
Heavy Metal Princess,PlayPearls,95.1,95.1,
Hells Grannies: Knit Happens,Genesis Gaming,95.1,95.1,
Hoffmeister,Novomatic,95.1,95.1,
Imperial Palace,Red Tiger Gaming,95.1,95.1,
Irish Eyes,Microgaming,95.1,95.1,
Irish Eyes,NextGen Gaming,95.1,95.1,
Jester's Jackpot,Microgaming,95.1,95.1,
Jewellery Store,Evoplay Entertainment,95.1,95.1,
Juego de la Oca,Playtech,95.1,95.1,
Jungle Giants,Playtech,95.1,95.1,
Jungle Wild,WMS Gaming,95.1,95.1,
King Arthur,Ash Gaming,95.1,95.1,
King Kong,NextGen Gaming,95.1,95.1,
King of Africa,WMS Gaming,95.1,95.1,
Kronos,WMS Gaming,95.1,95.1,
La Gallina D'oro,Skywind Group,95.1,95.1,
Laser Fruit,Red Tiger Gaming,95.1,95.1,
Leprechaun's Fortune,WMS Gaming,95.1,95.1,
Lions Share,Microgaming,95.1,95.1,
Little Chief Big Cash,Microgaming,95.1,95.1,
Lord of the Ocean,Novomatic,95.1,95.1,
Luau Loot,WMS Gaming,95.1,95.1,
Lucky Fisherman,Skywind Group,95.1,95.1,
Lucky Halloween,Red Tiger Gaming,95.1,95.1,
Lucky Mr Green,Red Tiger Gaming,95.1,95.1,
Lucky Valentine,Red Tiger Gaming,95.1,95.1,
Lucky Wizard,Red Tiger Gaming,95.1,95.1,
Magic Wand,WMS Gaming,95.1,95.1,
Man of Steel,Playtech,95.1,95.1,
Mega Jade,Red Tiger Gaming,95.1,95.1,
Mega Pyramid,Red Tiger Gaming,95.1,95.1,
Merry Money,Barcrest,95.1,95.1,
Money Mad Martians: Cosmic Cash,Barcrest,95.1,95.1,
Monkey's Money,Microgaming,95.1,95.1,
Monsters Party,Sheriff Gaming,95.1,95.1,
Mystic Wheel,Red Tiger Gaming,95.1,95.1,
Ninja Ways,Red Tiger Gaming,95.1,95.1,
Nuts & Bolts,Gamesys,95.1,95.1,
Pedal Power,Microgaming,95.1,95.1,
Pela El Reno,World Match,95.1,95.1,
Persian Fortune,Red Tiger Gaming,95.1,95.1,
Piggy Pirates,Red Tiger Gaming,95.1,95.1,
Pirates Plenty: The Sunken Treasure,Red Tiger Gaming,95.1,95.1,
Plataea,WMS Gaming,95.1,95.1,
Porky Payout,Microgaming,95.1,95.1,
Prince of Persia,Mascot Gaming,95.1,95.1,
Punta La Gallina,Skywind Group,95.1,95.1,
Quest for Beer,Microgaming,95.1,95.1,
Rainbow,World Match,95.1,95.1,
Reactor,Red Tiger Gaming,95.1,95.1,
Reel King Mega,Red Tiger Gaming,95.1,95.1,
Robin Hood,Evoplay Entertainment,95.1,95.1,
Royal Treasures,Cozy Games,95.1,95.1,
Samba Brazil,Playtech,95.1,95.1,
Santa in Town,Cozy Games,95.1,95.1,
Sheerluck Holmes,Virtue Fusion,95.1,95.1,
Spin Town,Red Tiger Gaming,95.1,95.1,
Star of India,WMS Gaming,95.1,95.1,
Star Trex,PlayPearls,95.1,95.1,
Stash of the Titans,Microgaming,95.1,95.1,
Sumo Spins,Red Tiger Gaming,95.1,95.1,
Sushi Express,Cryptologic,95.1,95.1,
Temple of Gold,Red Tiger Gaming,95.1,95.1,
The Amsterdam Master Plan,Sheriff Gaming,95.1,95.1,
The Equalizer,Red Tiger Gaming,95.1,95.1,
The Gold Mine,Virtue Fusion,95.1,95.1,
The High Life,Microgaming,95.1,95.1,
The Matrix,Playtech,95.1,95.1,
The Pharaoh's Chamber,Virtue Fusion,95.1,95.1,
The Robets,Sheriff Gaming,95.1,95.1,
The Wizard of Oz,WMS Gaming,95.1,95.1,
Thor's Lightning,Red Tiger Gaming,95.1,95.1,
Three Kingdoms,Red Tiger Gaming,95.1,95.1,
Tiki Fruits,Red Tiger Gaming,95.1,95.1,
Totem Lightning Power Reels,Red Tiger Gaming,95.1,95.1,
Turstugan,Nolimit City,95.1,95.1,
Twin Samurai,Microgaming,95.1,95.1,
Venetian Romance,WMS Gaming,95.1,95.1,
Vicky Ventura,Red Tiger Gaming,95.1,95.1,
Whipping Wild,WMS Gaming,95.1,95.1,
Wild Elements,Red Tiger Gaming,95.1,95.1,
Wild Spartans,Red Tiger Gaming,95.1,95.1,
Wild Wild Chest,Red Tiger Gaming,95.1,95.1,
Win Escalator,Red Tiger Gaming,95.1,95.1,
Winter Wonders,Red Tiger Gaming,95.1,95.1,
Nemo's Voyage,WMS Gaming,95.0,99.0,
Hercules the Invincible,World Match,95.0,97.6,
Xcalibur,World Match,95.0,97.6,
Age of the Gods,Playtech,95.0,97.0,
Atlantis Queen,Playtech,95.0,97.0,
Age of the Gods: King of Olympus,Playtech,95.0,96.0,
Batman and the Batgirl Bonanza,Playtech,95.0,96.0,
DoublePlay SuperBet,NextGen Gaming,95.0,95.9,
5x Magic,Play'n Go,95.0,95.4,
Irish Gold,Play'n Go,95.0,95.4,
Jackpot Jester Wild Nudge,NextGen Gaming,95.0,95.1,
Aladdin's Legacy,Amaya Gaming,95.0,95.0,
Alice and the Mad Tea Party,WMS Gaming,95.0,95.0,
Alkemor's Tower,Betsoft,95.0,95.0,
All That Glitters 2,WMS Gaming,95.0,95.0,
Alley Cats,Microgaming,95.0,95.0,
Arabian Charms,Barcrest,95.0,95.0,
Atlantis,Sheriff Gaming,95.0,95.0,
Avalon: The Lost Kingdom,BGaming,95.0,95.0,
Bang Hai,Gamesys,95.0,95.0,
Bar Bar Black Sheep,Microgaming,95.0,95.0,
Bar X Colossal,Slingo Originals,95.0,95.0,
Bars and Bells,Amaya Gaming,95.0,95.0,
Bastet and Cats,Mascot Gaming,95.0,95.0,
Batman and the Joker Jewels,Playtech,95.0,95.0,
Big Foot,NextGen Gaming,95.0,95.0,
Big Hitter,1x2 Gaming,95.0,95.0,
Bingo Billions,NextGen Gaming,95.0,95.0,
Blazing 777,1x2 Gaming,95.0,95.0,
Bloody Mary's Booty,PlayPearls,95.0,95.0,
Blue Moon,WMS Gaming,95.0,95.0,
Bomber Girls,Microgaming,95.0,95.0,
Book of Gems Megaways,Skywind Group,95.0,95.0,
Book of Slingo,Slingo Originals,95.0,95.0,
Buffalo Spirit,WMS Gaming,95.0,95.0,
Bugs,Sheriff Gaming,95.0,95.0,
Capt. Quid's Treasure Quest,IGT,95.0,95.0,
Captain Nelson Deluxe,Zeus Play,95.0,95.0,
Cash Clams,Microgaming,95.0,95.0,
Cash Hunter,Sheriff Gaming,95.0,95.0,
Cash Inferno,Amaya Gaming,95.0,95.0,
Cashino,Barcrest,95.0,95.0,
Casper's Mystery Mirror,Blueprint Gaming,95.0,95.0,
Castle Cashalot,Virtue Fusion,95.0,95.0,
Celebrity Zoo,PlayPearls,95.0,95.0,
Chain Reactors Super Trails,OpenBet,95.0,95.0,
Chieftains,WMS Gaming,95.0,95.0,
Chinese New Year,Sheriff Gaming,95.0,95.0,
Cleopatra,IGT,95.0,95.0,
Cleopatra's Chest,Virtue Fusion,95.0,95.0,
Clover Rollover,Virtue Fusion,95.0,95.0,
Cops 'n' Robbers,Mazooma,95.0,95.0,
Cops 'n' Robbers Millionaires Row,Mazooma,95.0,95.0,
Cracker Jack,Microgaming,95.0,95.0,
Crown Jewels,Barcrest,95.0,95.0,
Deal or No Deal Slot,Endemol Games,95.0,95.0,
Deep Descent,Relax Gaming,95.0,95.0,
Dice Tronic,Zeus Play,95.0,95.0,
Dice Tronic X,Zeus Play,95.0,95.0,
Dice Tronic XL,Zeus Play,95.0,95.0,
Disco Fever,Zeus Play,95.0,95.0,
Doctor Love,NextGen Gaming,95.0,95.0,
Dog Casher,Sheriff Gaming,95.0,95.0,
Dragon Born,Big Time Gaming,95.0,95.0,
Dragon's Wild Fire,Mazooma,95.0,95.0,
Dream Diver,Elk Studios,95.0,95.0,
Eastern Dragon,NextGen Gaming,95.0,95.0,
Egyptian Riches,WMS Gaming,95.0,95.0,
El Principe,Skywind Group,95.0,95.0,
Elven Magic,Red Tiger Gaming,95.0,95.0,
Enchanted Dragon,WMS Gaming,95.0,95.0,
Esqueleto Mariachi,Red Tiger Gaming,95.0,95.0,
Extra Super Hot Barbeque,Zeus Play,95.0,95.0,
Fate of Fortune,Elk Studios,95.0,95.0,
Firemen,Ash Gaming,95.0,95.0,
Flower Power,Microgaming,95.0,95.0,
Football 3x3,1x2 Gaming,95.0,95.0,
Fortunes of the Caribbean,WMS Gaming,95.0,95.0,
French Cuisine,Sheriff Gaming,95.0,95.0,
Frog Royale,Sheriff Gaming,95.0,95.0,
Fruits of Luxor,Mascot Gaming,95.0,95.0,
Game of Dragons 2,WMS Gaming,95.0,95.0,
George and the Dragon,Virtue Fusion,95.0,95.0,
Gladiator,Microgaming,95.0,95.0,
Gold,Big Time Gaming,95.0,95.0,
Gold Fish,WMS Gaming,95.0,95.0,
Golden Goose Crazy Chameleons,Microgaming,95.0,95.0,
Golden Goose Totem Treasure,Microgaming,95.0,95.0,
Golden Goose Winning Wizards,Microgaming,95.0,95.0,
Golden Knight,High 5 Games,95.0,95.0,
Golden Temple,Red Tiger Gaming,95.0,95.0,
Goooal!,Amaya Gaming,95.0,95.0,
Gorilla Chief 2,WMS Gaming,95.0,95.0,
Gorilla's Realm,Skywind Group,95.0,95.0,
Green Lantern,Playtech,95.0,95.0,
Halloween Fortune II,Playtech,95.0,95.0,
Happy Fruits,Mazooma,95.0,95.0,
Heart of the Jungle,Ash Gaming,95.0,95.0,
Highway Kings Pro,Playtech,95.0,95.0,
Hollywood Boulevard,Virtue Fusion,95.0,95.0,
Hot Slot,Barcrest,95.0,95.0,
House of Fun,Betsoft,95.0,95.0,
I Love Lucy,WMS Gaming,95.0,95.0,
In It For the Monet,Gamesys,95.0,95.0,
Infinium The Enchanted Reels,Zeus Play,95.0,95.0,
Irish Eyes 2,NextGen Gaming,95.0,95.0,
Italia 3x3,1x2 Gaming,95.0,95.0,
Jeopardy,IGT,95.0,95.0,
Jewels of the Sea,Mazooma,95.0,95.0,
Jogo Do Bicho,Skywind Group,95.0,95.0,
John Wayne,WMS Gaming,95.0,95.0,
Jolly Roger,Play'n Go,95.0,95.0,
Jungle Madness,Virtue Fusion,95.0,95.0,
King of the Aztecs,Barcrest,95.0,95.0,
Kingdom of the Titans,WMS Gaming,95.0,95.0,
Lancelot,WMS Gaming,95.0,95.0,
Las Vegas Fever,Sheriff Gaming,95.0,95.0,
Leprechaun's Magic,Red Tiger Gaming,95.0,95.0,
LepryBunny,Skywind Group,95.0,95.0,
Lil' Lady,IGT,95.0,95.0,
Little Red Riding Hood,Cayetano Gaming,95.0,95.0,
Lost Treasures,Sheriff Gaming,95.0,95.0,
Lucky Changer,Skywind Group,95.0,95.0,
Lucky Ladies 88,Virtue Fusion,95.0,95.0,
Lucky Streaks,1x2 Gaming,95.0,95.0,
Mad Cubes 25,Zeus Play,95.0,95.0,
Mad Cubes 50,Zeus Play,95.0,95.0,
Mafia Millions,Virtue Fusion,95.0,95.0,
Magical Stacks,Playtech,95.0,95.0,
Marine Mayhem,Virtue Fusion,95.0,95.0,
Mayan Gods,Red Tiger Gaming,95.0,95.0,
Mayan Mania,Virtue Fusion,95.0,95.0,
Mayan Sun,WMS Gaming,95.0,95.0,
Mermaid's Gold,WMS Gaming,95.0,95.0,
Miss Fortune,Playtech,95.0,95.0,
Mojo Rising,WMS Gaming,95.0,95.0,
Monkey's Millions,Mazooma,95.0,95.0,
Monty's Millions,Barcrest,95.0,95.0,
Mr Good,Sheriff Gaming,95.0,95.0,
Neptune's Fortune,WMS Gaming,95.0,95.0,
Night Trax,Elk Studios,95.0,95.0,
Nitropolis 2,Elk Studios,95.0,95.0,
Norse Warrior,WMS Gaming,95.0,95.0,
Odds of the Gods,OpenBet,95.0,95.0,
Paper Wins,Gamesys,95.0,95.0,
Penguin Splash,Rabcat,95.0,95.0,
Pet Luck,Virtue Fusion,95.0,95.0,
Phoenix Inferno,1x2 Gaming,95.0,95.0,
Piggy Bank,Sheriff Gaming,95.0,95.0,
Pirate Plunder,Virtue Fusion,95.0,95.0,
Potion Commotion,NextGen Gaming,95.0,95.0,
Potion Factory,Leander Games,95.0,95.0,
Rainbow 3x3,1x2 Gaming,95.0,95.0,
Rainbow King,Novomatic,95.0,95.0,
Rainbow Reels,Mazooma,95.0,95.0,
Rainbow Riches,Barcrest,95.0,95.0,
Rambo,Skywind Group,95.0,95.0,
Rawhide,WMS Gaming,95.0,95.0,
Red Diamond,Red Tiger Gaming,95.0,95.0,
Reel Strike,Microgaming,95.0,95.0,
Resident Evil 6,Skywind Group,95.0,95.0,
Robyn,Genesis Gaming,95.0,95.0,
Rocky,Playtech,95.0,95.0,
Rome & Egypt,WMS Gaming,95.0,95.0,
Royal Rings,Skywind Group,95.0,95.0,
Rubies and Sapphires,Cozy Games,95.0,95.0,
Rumble in the Jungle,OpenBet,95.0,95.0,
Run Chicken Run,GamesOS,95.0,95.0,
Secrets of the Phoenix,Gamesys,95.0,95.0,
Sky Barons,Tom Horn Gaming,95.0,95.0,
Slingo Wild Adventure,Slingo Originals,95.0,95.0,
Snow Queen's Magic,Virtue Fusion,95.0,95.0,
Spectacular,Microgaming,95.0,95.0,
Star Appeal,Microgaming,95.0,95.0,
Star Trek: A Piece of the Action,WMS Gaming,95.0,95.0,
Star Trek: Explore New Worlds,WMS Gaming,95.0,95.0,
Star Trek: Red Alert,WMS Gaming,95.0,95.0,
Star Trek: Trap a Tribble,WMS Gaming,95.0,95.0,
Star Trek: Trek Through Time,WMS Gaming,95.0,95.0,
Star Trek: Trouble With Tribbles,WMS Gaming,95.0,95.0,
Streak of Luck,Playtech,95.0,95.0,
Sultan's Gold,Playtech,95.0,95.0,
Sunset Beach,Playtech,95.0,95.0,
Super Hot Barbeque,Zeus Play,95.0,95.0,
Superman II,Playtech,95.0,95.0,
Superman the Movie,Playtech,95.0,95.0,
Talismans of Fortune,Evoplay Entertainment,95.0,95.0,
Tarot Fortune,Virtue Fusion,95.0,95.0,
Temptation Queen,WMS Gaming,95.0,95.0,
Thai Flower,Barcrest,95.0,95.0,
Thai Paradise,Playtech,95.0,95.0,
"The 50,000 Pyramid",IGT,95.0,95.0,
The Book of Amaterasu,Mascot Gaming,95.0,95.0,
The Greatest Train Robbery,Red Tiger Gaming,95.0,95.0,
The Riches of Don Quixote,Playtech,95.0,95.0,
The Three Stooges II,Realtime Gaming,95.0,95.0,
The Wizard of Oz Ruby Slippers,WMS Gaming,95.0,95.0,
Thor's Thunder,Virtue Fusion,95.0,95.0,
Tiger's Realm,WMS Gaming,95.0,95.0,
Tiki Totems,Gamesys,95.0,95.0,
Toys 'n Treasures,Cozy Games,95.0,95.0,
Treasure Island,Inspired Gaming,95.0,95.0,
Treasures of King Arthur,Cozy Games,95.0,95.0,
Trojan Horse Tiny Heroes,Zeus Play,95.0,95.0,
Tropicool,Elk Studios,95.0,95.0,
Twilight Forest,Gamesys,95.0,95.0,
Valley of the Scarab,Cryptologic,95.0,95.0,
Vegas Nights,Evoplay Entertainment,95.0,95.0,
Vikingmania,Playtech,95.0,95.0,
Volcano Island,Skywind Group,95.0,95.0,
Wintry Wonderland,Virtue Fusion,95.0,95.0,
Wipeout,Barcrest,95.0,95.0,
Wolf Run,IGT,95.0,95.0,
Wonders of the Deep,Gamesys,95.0,95.0,
World-Cup Soccer Spins,GamesOS,95.0,95.0,
Xmas 3x3,1x2 Gaming,95.0,95.0,
Zany Zebra,Microgaming,95.0,95.0,
Magic Quest,World Match,94.9,98.4,
Maximum,World Match,94.9,98.4,
Monkeys vs Sharks,World Match,94.9,98.4,
3D Farm,World Match,94.9,98.1,
NYC Real Estate,World Match,94.9,97.7,
Yahtzee,WMS Gaming,94.9,96.0,
A Night of Mystery,High 5 Games,94.9,94.9,
African Legends,Microgaming,94.9,94.9,
Archipelago,GamesOS,94.9,94.9,
Area 21,Cryptologic,94.9,94.9,
Aztec Treasures,Betsoft,94.9,94.9,
Black Gold,Betsoft,94.9,94.9,
Black Knight,WMS Gaming,94.9,94.9,
Chain Reactors,OpenBet,94.9,94.9,
Crazier Jewelry,Sheriff Gaming,94.9,94.9,
Da Vinci Diamonds,IGT,94.9,94.9,
Dangerous Beauty,High 5 Games,94.9,94.9,
Double Chilli,Skywind Group,94.9,94.9,
Dungeons & Dragons: Crystal Caverns,IGT,94.9,94.9,
Game of Thrones - 243 ways,Microgaming,94.9,94.9,
Glitz,WMS Gaming,94.9,94.9,
Gusher,WMS Gaming,94.9,94.9,
Gypsy,High 5 Games,94.9,94.9,
Indiana's Quest,Evoplay Entertainment,94.9,94.9,
Let's Go Fish'n,Aristocrat,94.9,94.9,
Michelangelo,High 5 Games,94.9,94.9,
Miss Kitty,Aristocrat,94.9,94.9,
New York Gangs,Skywind Group,94.9,94.9,
Oonga Boonga,Sheriff Gaming,94.9,94.9,
Paradise Treasures,Cayetano Gaming,94.9,94.9,
Party Night,Cozy Games,94.9,94.9,
Pay of the Dead,Slingo Originals,94.9,94.9,
Pimp My Slot,OpenBet,94.9,94.9,
Shadow of the Panther,High 5 Games,94.9,94.9,
Sirens,High 5 Games,94.9,94.9,
Snake Charmer,Cozy Games,94.9,94.9,
Super Jackpot Party,WMS Gaming,94.9,94.9,
The Jazz Club,Playtech,94.9,94.9,
The Lost Treasure,Cozy Games,94.9,94.9,
The Mighty Atlas,High 5 Games,94.9,94.9,
Tiki Luck,Skywind Group,94.9,94.9,
Top Gun,Playtech,94.9,94.9,
Valkyrie Queen,High 5 Games,94.9,94.9,
Vivaldi's Seasons,High 5 Games,94.9,94.9,
Where's the Gold,Aristocrat,94.9,94.9,
Wild Panda,Aristocrat,94.9,94.9,
Arena de Toros,World Match,94.8,97.5,
Scary Fruits,World Match,94.8,97.5,
Armadillo Artie,Cryptologic,94.8,94.8,
At the Movies,Betsoft,94.8,94.8,
Basketball,Evoplay Entertainment,94.8,94.8,
Battle for Olympus,Cryptologic,94.8,94.8,
Beretta's Vendetta,Sheriff Gaming,94.8,94.8,
Captain Cannon's Circus of Cash,Ash Gaming,94.8,94.8,
Cleopatra Treasure,GamesOS,94.8,94.8,
Dante's Paradise,World Match,94.8,94.8,
Dynamite Riches,Red Tiger Gaming,94.8,94.8,
Fire Flies,Cryptologic,94.8,94.8,
Fumi's Fortune,Cryptologic,94.8,94.8,
Golden Jaguar,Cryptologic,94.8,94.8,
Little Pigs Strike Back,Leander Games,94.8,94.8,
No Mercy,Sheriff Gaming,94.8,94.8,
Red Cliff,Evoplay Entertainment,94.8,94.8,
Reel Rich Devil,WMS Gaming,94.8,94.8,
Riches of the Amazon,WMS Gaming,94.8,94.8,
Rickety Cricket,Cryptologic,94.8,94.8,
Shark Bite,Cryptologic,94.8,94.8,
Temple Tumble 2 Dream Drop,Relax Gaming,94.8,94.8,
Thai Thai,Cayetano Gaming,94.8,94.8,
The McMurphys,Sheriff Gaming,94.8,94.8,
The Myth,Mascot Gaming,94.8,94.8,
USSR 70s,Evoplay Entertainment,94.8,94.8,
Vampires vs Werewolves,Amaya Gaming,94.8,94.8,
Volatile Vikings 2 Dream Drop,Relax Gaming,94.8,94.8,
The Pirates Tavern,World Match,94.7,97.0,
Viking Legend,World Match,94.7,97.0,
Gold Rally,Playtech,94.7,96.7,
243 Crystal Fruits Reversed,Tom Horn Gaming,94.7,96.0,
50 Dragons,Aristocrat,94.7,94.7,
Dam Rich,Cryptologic,94.7,94.7,
Diamond Blitz,Red Tiger Gaming,94.7,94.7,
Dice Dice Dice,Red Tiger Gaming,94.7,94.7,
Dr Magoo's Adventure,Sheriff Gaming,94.7,94.7,
Eagle Riches,Red Tiger Gaming,94.7,94.7,
Egypt Gods,Evoplay Entertainment,94.7,94.7,
Fruit Snap,Red Tiger Gaming,94.7,94.7,
Golden Cryptex,Red Tiger Gaming,94.7,94.7,
Jewel Scarabs,Red Tiger Gaming,94.7,94.7,
Legendary Excalibur,Red Tiger Gaming,94.7,94.7,
Lucky Heroes,Sheriff Gaming,94.7,94.7,
Lucky Oktoberfest,Red Tiger Gaming,94.7,94.7,
Pirates Plenty: Battle For Gold,Red Tiger Gaming,94.7,94.7,
Plants vs Zombies,Blueprint Gaming,94.7,94.7,
Pompeii,Aristocrat,94.7,94.7,
Queen of the Vikings,Skywind Group,94.7,94.7,
Silk Road,Aristocrat,94.7,94.7,
The Pig Wizard,Blueprint Gaming,94.7,94.7,
Spin Sorceress,NextGen Gaming,94.6,97.1,
Sizzling Summer,Arrow's Edge,94.6,95.7,
A Christmas Carol,Betsoft,94.6,94.6,
Captain Nemo,Cryptologic,94.6,94.6,
Cash 'n' Clovers,Cryptologic,94.6,94.6,
Chain Reactors All Sports,OpenBet,94.6,94.6,
Choy Sun Doa,Aristocrat,94.6,94.6,
Desert Dreams,Cryptologic,94.6,94.6,
Dolphin Cash,Playtech,94.6,94.6,
Feathered Frenzy Reactors,Big Time Gaming,94.6,94.6,
Millionaires Club III,Cryptologic,94.6,94.6,
Sugarush,World Match,94.6,94.6,
The Hunt,Cozy Games,94.6,94.6,
Ragnarok,Genesis Gaming,94.5,96.5,
Explosive Wins,Arrow's Edge,94.5,95.1,
"20,000 Leagues",Cryptologic,94.5,94.5,
Amazon Wild,Ash Gaming,94.5,94.5,
Atlantis,Evoplay Entertainment,94.5,94.5,
Barnyard Boogie,Cryptologic,94.5,94.5,
Chasin' Treasure,Cozy Games,94.5,94.5,
Cherry-Go-Round,Viaden,94.5,94.5,
Congo Bongo,Cryptologic,94.5,94.5,
Crazy Crocodile,Microgaming,94.5,94.5,
Dirty Dancing,Playtech,94.5,94.5,
Doctor Love,Cryptologic,94.5,94.5,
Dolphin King,Cryptologic,94.5,94.5,
Emerald Isle,Cryptologic,94.5,94.5,
Fat Cat,NextGen Gaming,94.5,94.5,
Jade Idol,Cryptologic,94.5,94.5,
Juju Jack,Cryptologic,94.5,94.5,
Kanga Cash,NextGen Gaming,94.5,94.5,
Maya Pyramid HD,Viaden,94.5,94.5,
Old MacDonald's Farm,Cozy Games,94.5,94.5,
Platinum Pyramid,Cryptologic,94.5,94.5,
Prohibition,Evoplay Entertainment,94.5,94.5,
Rags to Riches 20 Line,Cryptologic,94.5,94.5,
Rockstar,Betsoft,94.5,94.5,
Rook's Revenge,Betsoft,94.5,94.5,
The Amazing Spider-Man,Cryptologic,94.5,94.5,
The Flintstones,Playtech,94.5,94.5,
The Great Wall Treasures,Evoplay Entertainment,94.5,94.5,
The Hulk,Cryptologic,94.5,94.5,
The Treasure of Isis,Cryptologic,94.5,94.5,
Into the Woods,World Match,94.4,98.1,
Zen Blade,World Match,94.4,98.1,
Gaelic Gold,Nolimit City,94.4,96.2,96.2
Dragon Tribe,Nolimit City,94.4,96.1,96.1
Poison Eve,Nolimit City,94.4,96.1,96.1
Tiki Temple,Gamesys,94.4,94.9,
Angeli E Demoni 25,World Match,94.4,94.4,
